reference_id;reference_date;user-reference_id;shop-reference_id;total_amount;total_discount;channel
7229;2023-07-08;824;3;71.6;10.14;e-commerce
7230;2024-02-11;263;2;140.15;20.88;retail
7231;2024-03-26;409;1;229.56;42.21;retail
7232;2023-04-16;629;2;217.79;43.05;retail
7233;2024-08-19;913;3;250.78;1.25;e-commerce
7234;2023-03-14;948;2;396.22;41.75;e-commerce
7235;2023-05-09;687;2;360.73;45.83;e-commerce
7236;2022-09-21;679;3;130.48;11.3;e-commerce
7237;2024-10-28;922;1;278.59;40.51;retail
7238;2023-06-22;429;1;343.07;42.88;mobile
7239;2024-07-26;968;3;427.32;0.96;e-commerce
7240;2022-05-20;654;3;61.0;28.45;e-commerce
7241;2024-04-24;682;2;104.04;3.83;e-commerce
7242;2022-08-05;359;2;390.04;32.92;retail
7243;2022-02-06;172;1;245.96;21.96;e-commerce
7244;2023-12-04;711;2;444.52;22.26;e-commerce
7245;2022-11-14;309;3;103.73;39.19;mobile
7246;2024-03-21;592;1;13.89;0.93;e-commerce
7247;2024-12-13;575;2;301.69;3.83;retail
7248;2022-02-09;206;2;432.48;0.15;retail
7249;2023-10-24;567;1;78.65;12.0;retail
7250;2022-08-24;579;3;125.06;32.22;mobile
7251;2024-07-26;426;3;71.95;0.17;e-commerce
7252;2024-12-29;422;1;489.25;46.88;mobile
7253;2022-03-19;537;3;385.16;38.01;retail
7254;2024-10-04;874;3;210.72;36.57;retail
7255;2023-07-09;425;2;44.77;17.17;retail
7256;2025-03-10;240;3;147.77;47.81;retail
7257;2022-07-05;613;1;404.09;39.7;e-commerce
7258;2024-03-10;919;3;435.97;40.09;e-commerce
7259;2022-03-02;183;3;79.55;40.56;mobile
7260;2024-09-17;829;1;98.99;19.23;e-commerce
7261;2023-08-05;267;2;17.75;21.49;e-commerce
7262;2025-02-07;316;3;147.51;42.33;retail
7263;2023-08-21;606;2;58.34;2.41;e-commerce
7264;2023-05-18;984;1;215.08;16.31;e-commerce
7265;2024-06-24;885;3;234.6;44.99;mobile
7266;2024-10-19;588;3;363.74;36.18;e-commerce
7267;2022-12-25;472;2;399.63;15.91;e-commerce
7268;2024-07-06;831;3;79.63;15.98;e-commerce
7269;2023-10-05;960;1;498.82;9.75;retail
7270;2023-04-05;530;1;157.9;33.78;retail
7271;2022-10-04;257;1;81.92;10.4;mobile
7272;2023-07-19;365;2;144.26;7.85;mobile
7273;2022-09-04;69;3;259.25;31.01;mobile
7274;2022-01-11;702;2;414.82;15.42;mobile
7275;2024-05-21;2;1;306.51;3.71;e-commerce
7276;2024-10-26;445;2;243.98;2.55;e-commerce
7277;2022-09-20;879;3;437.29;15.57;retail
7278;2024-04-22;220;2;406.63;1.18;e-commerce
7279;2023-05-01;80;3;336.15;43.47;e-commerce
7280;2022-09-26;850;1;181.55;47.66;e-commerce
7281;2023-09-17;770;1;400.28;0.1;e-commerce
7282;2022-12-09;818;3;444.71;4.05;mobile
7283;2022-08-09;699;1;16.96;19.67;e-commerce
7284;2022-04-13;441;3;478.51;15.47;e-commerce
7285;2024-12-15;249;3;383.97;28.15;e-commerce
7286;2022-10-24;609;1;137.38;38.47;e-commerce
7287;2024-04-26;59;3;319.31;39.26;retail
7288;2023-03-01;899;3;317.99;41.1;mobile
7289;2024-09-01;948;3;351.96;32.08;mobile
7290;2023-12-15;277;3;88.81;8.26;retail
7291;2022-03-17;29;2;171.99;29.38;e-commerce
7292;2022-01-18;987;1;38.27;6.39;e-commerce
7293;2024-11-01;870;1;78.97;12.11;e-commerce
7294;2024-01-11;869;3;216.36;1.31;e-commerce
7295;2024-11-03;943;1;59.82;20.91;retail
7296;2022-05-16;3;2;307.22;22.82;e-commerce
7297;2025-03-24;586;3;342.8;41.31;mobile
7298;2023-11-26;997;2;170.44;46.69;e-commerce
7299;2024-09-27;964;2;387.44;37.88;retail
7300;2024-07-24;740;1;196.2;36.08;retail
7301;2023-02-27;127;2;225.71;23.94;e-commerce
7302;2022-01-08;214;2;468.59;39.46;e-commerce
7303;2023-07-08;100;2;258.34;23.62;mobile
7304;2024-03-18;379;2;45.64;42.82;e-commerce
7305;2024-08-11;788;3;370.44;28.11;e-commerce
7306;2023-05-01;46;3;104.99;17.59;e-commerce
7307;2023-03-23;71;3;76.8;15.32;mobile
7308;2022-01-06;910;1;193.46;43.64;retail
7309;2025-02-07;922;2;493.93;2.61;retail
7310;2022-04-20;46;2;142.47;4.67;retail
7311;2024-01-18;365;3;384.38;47.54;retail
7312;2024-04-06;42;3;379.99;38.41;retail
7313;2023-02-02;27;1;145.66;1.88;retail
7314;2023-08-19;910;1;17.4;1.84;retail
7315;2022-03-31;454;1;107.96;9.25;e-commerce
7316;2024-02-07;431;3;383.76;49.06;e-commerce
7317;2023-01-04;810;3;235.11;9.84;retail
7318;2024-08-16;413;2;206.76;36.17;mobile
7319;2023-07-08;114;2;12.51;39.06;e-commerce
7320;2023-02-14;56;2;459.95;30.42;mobile
7321;2022-01-02;340;2;204.8;2.84;e-commerce
7322;2024-04-04;937;2;371.13;1.96;e-commerce
7323;2022-06-28;470;1;346.67;29.18;e-commerce
7324;2022-12-15;227;2;274.09;1.61;retail
7325;2023-02-25;90;3;431.34;40.66;retail
7326;2022-05-31;55;3;424.94;19.97;retail
7327;2025-01-20;215;3;180.98;28.49;mobile
7328;2023-11-16;815;2;47.66;14.91;retail
7329;2023-01-16;6;2;369.75;5.44;mobile
7330;2022-11-11;118;3;242.54;43.18;mobile
7331;2025-02-07;716;2;90.41;32.14;retail
7332;2024-09-17;711;3;488.06;39.88;mobile
7333;2023-01-18;999;1;249.51;22.24;retail
7334;2022-03-25;645;3;437.04;18.03;e-commerce
7335;2024-08-03;147;1;192.98;36.86;e-commerce
7336;2023-09-17;147;3;319.01;2.98;e-commerce
7337;2024-07-09;167;3;355.12;20.23;e-commerce
7338;2022-01-05;113;1;11.77;17.66;retail
7339;2024-02-29;808;3;453.98;36.64;retail
7340;2022-07-30;181;1;394.93;41.52;e-commerce
7341;2022-04-30;335;1;202.82;48.27;mobile
7342;2025-01-09;89;2;209.65;15.15;mobile
7343;2024-10-18;805;2;99.98;17.13;e-commerce
7344;2022-06-30;958;3;98.54;25.85;retail
7345;2023-11-17;67;3;129.1;42.56;retail
7346;2024-05-20;684;1;475.29;0.05;e-commerce
7347;2025-02-21;113;3;464.9;33.14;e-commerce
7348;2023-09-16;142;1;133.08;36.98;mobile
7349;2022-04-26;209;2;141.24;9.44;e-commerce
7350;2024-01-22;624;2;229.65;14.87;mobile
7351;2023-11-15;749;1;183.11;46.69;retail
7352;2024-11-22;366;1;220.6;3.45;retail
7353;2025-01-16;582;2;279.63;8.46;retail
7354;2024-05-29;649;2;90.44;22.31;mobile
7355;2023-06-13;870;3;305.27;7.39;retail
7356;2023-10-08;752;2;356.88;35.73;retail
7357;2023-05-18;383;2;125.15;23.33;retail
7358;2023-12-20;795;1;270.99;45.92;retail
7359;2022-04-06;778;2;427.4;13.32;mobile
7360;2023-04-23;98;3;257.1;20.51;e-commerce
7361;2023-02-09;243;3;386.78;38.47;e-commerce
7362;2022-11-20;963;2;162.67;36.01;e-commerce
7363;2024-05-10;86;2;321.25;8.47;e-commerce
7364;2022-06-10;800;1;435.56;11.95;e-commerce
7365;2022-12-05;680;3;56.91;33.23;mobile
7366;2024-03-12;641;3;225.3;21.59;retail
7367;2023-08-31;935;3;123.68;10.68;e-commerce
7368;2024-02-13;406;2;196.8;25.97;e-commerce
7369;2024-12-13;362;2;317.71;30.28;e-commerce
7370;2022-12-14;864;3;400.29;33.49;e-commerce
7371;2024-02-04;699;1;343.21;38.08;e-commerce
7372;2022-12-14;366;2;230.74;16.17;retail
7373;2022-04-17;323;3;161.1;32.13;e-commerce
7374;2023-05-29;704;3;26.23;48.24;retail
7375;2024-12-21;848;1;479.17;18.82;e-commerce
7376;2024-11-09;673;1;41.54;15.41;mobile
7377;2023-09-07;185;3;114.39;35.59;e-commerce
7378;2022-01-24;320;3;305.67;15.19;e-commerce
7379;2022-02-06;15;1;440.85;49.87;retail
7380;2022-06-18;478;3;134.21;33.21;e-commerce
7381;2024-09-13;648;1;198.35;5.94;e-commerce
7382;2023-02-14;75;3;309.98;41.25;retail
7383;2025-01-10;841;2;473.48;12.07;retail
7384;2023-08-30;140;2;46.26;11.99;mobile
7385;2023-09-04;837;2;439.6;24.13;retail
7386;2023-12-16;728;1;313.72;19.34;e-commerce
7387;2024-02-14;892;3;424.36;12.48;retail
7388;2022-04-13;839;2;144.54;2.92;retail
7389;2024-11-23;598;1;182.51;49.75;e-commerce
7390;2023-02-03;392;3;132.49;5.03;retail
7391;2022-01-02;577;3;254.19;28.65;retail
7392;2024-11-24;466;2;28.35;10.76;e-commerce
7393;2022-06-20;737;1;389.83;44.71;e-commerce
7394;2022-08-24;556;3;60.69;5.78;mobile
7395;2022-08-13;802;3;44.95;35.51;e-commerce
7396;2022-03-17;673;3;66.69;10.51;mobile
7397;2023-04-26;124;3;52.22;36.1;mobile
7398;2024-09-05;963;3;91.35;18.08;retail
7399;2022-12-24;442;3;91.67;34.69;retail
7400;2023-05-23;960;1;297.61;28.99;e-commerce
7401;2022-01-05;499;2;258.38;47.49;mobile
7402;2022-02-11;29;1;99.33;49.42;e-commerce
7403;2022-09-28;149;2;436.74;22.32;retail
7404;2024-07-22;549;2;78.72;11.3;retail
7405;2022-08-29;411;1;462.29;8.65;mobile
7406;2025-01-24;477;2;355.52;26.85;e-commerce
7407;2024-09-12;790;3;191.52;17.45;e-commerce
7408;2022-10-29;850;2;236.73;3.15;retail
7409;2024-07-19;169;1;254.41;7.76;e-commerce
7410;2024-10-12;471;2;378.97;17.08;mobile
7411;2023-07-29;732;3;411.52;35.92;e-commerce
7412;2022-09-23;291;1;295.65;4.93;retail
7413;2024-04-25;969;2;164.49;21.35;e-commerce
7414;2024-08-17;493;1;256.76;21.21;e-commerce
7415;2022-03-04;439;3;110.48;17.18;e-commerce
7416;2022-02-11;51;3;203.17;17.18;mobile
7417;2022-10-21;776;2;106.87;32.74;retail
7418;2023-09-04;377;2;240.0;9.8;mobile
7419;2022-12-25;670;1;79.62;27.61;e-commerce
7420;2023-04-22;339;3;137.9;33.31;mobile
7421;2023-09-25;673;2;115.48;0.71;mobile
7422;2023-01-06;399;2;266.01;27.4;e-commerce
7423;2022-12-02;588;1;452.38;44.11;e-commerce
7424;2022-09-07;839;1;134.98;25.13;e-commerce
7425;2022-02-09;536;3;78.88;13.31;e-commerce
7426;2022-09-26;488;1;464.64;11.01;retail
7427;2024-05-19;819;2;78.12;34.96;mobile
7428;2024-08-31;854;1;229.19;1.93;e-commerce
7429;2022-08-07;667;1;423.52;1.67;retail
7430;2023-12-21;623;3;246.99;19.13;retail
7431;2022-05-11;37;2;322.08;35.71;mobile
7432;2023-08-29;31;3;213.73;47.39;retail
7433;2022-09-17;588;1;104.75;14.47;mobile
7434;2023-02-28;125;1;213.14;41.12;mobile
7435;2023-05-24;292;3;226.91;35.72;retail
7436;2023-04-20;881;3;14.51;1.44;mobile
7437;2022-11-04;430;3;277.24;0.22;mobile
7438;2022-01-24;69;2;458.57;9.58;retail
7439;2024-03-21;6;1;300.9;17.98;retail
7440;2024-01-11;131;3;375.2;1.13;e-commerce
7441;2022-04-15;832;3;237.4;22.98;mobile
7442;2023-02-20;486;1;201.18;15.59;retail
7443;2024-06-15;184;1;211.7;37.11;e-commerce
7444;2025-01-06;785;3;20.05;49.89;mobile
7445;2025-02-03;908;3;256.79;47.18;e-commerce
7446;2022-05-20;509;2;429.36;20.67;retail
7447;2024-03-18;42;3;479.87;31.86;e-commerce
7448;2024-03-30;689;1;334.87;7.06;retail
7449;2025-02-07;781;3;30.79;2.23;mobile
7450;2024-05-27;488;1;302.85;43.25;e-commerce
7451;2024-01-10;459;3;61.48;22.03;retail
7452;2022-05-11;949;3;459.32;10.58;retail
7453;2022-06-21;780;2;238.39;40.53;e-commerce
7454;2024-03-01;42;2;286.51;43.94;e-commerce
7455;2023-09-16;657;3;493.28;7.85;e-commerce
7456;2023-12-22;604;1;105.25;33.37;e-commerce
7457;2022-02-14;848;2;329.86;2.18;mobile
7458;2023-01-13;433;3;126.05;33.59;e-commerce
7459;2023-02-13;104;2;85.51;1.11;mobile
7460;2025-02-27;747;2;108.92;5.58;retail
7461;2024-11-17;51;3;210.31;8.99;mobile
7462;2023-08-23;714;1;195.46;29.83;e-commerce
7463;2023-03-15;343;1;477.76;48.18;mobile
7464;2024-04-10;23;1;294.11;47.6;e-commerce
7465;2023-03-05;580;1;253.97;6.79;retail
7466;2022-07-06;199;2;492.71;20.52;retail
7467;2024-01-26;487;1;98.88;9.71;mobile
7468;2022-09-04;135;1;204.62;34.7;e-commerce
7469;2024-03-29;261;1;318.21;30.26;e-commerce
7470;2024-04-26;123;2;98.96;28.35;mobile
7471;2025-03-19;423;1;494.82;6.82;retail
7472;2023-06-24;631;2;180.13;35.51;e-commerce
7473;2022-07-22;321;2;331.44;12.45;mobile
7474;2024-08-22;969;2;447.28;27.24;retail
7475;2023-11-06;8;3;411.31;45.62;mobile
7476;2024-10-06;294;1;370.39;19.65;mobile
7477;2024-04-27;64;1;411.68;44.55;retail
7478;2022-09-21;616;1;268.41;49.03;retail
7479;2024-01-02;448;1;133.12;41.8;retail
7480;2022-01-16;850;1;451.38;8.62;mobile
7481;2023-12-18;476;2;184.81;5.23;mobile
7482;2023-09-24;990;2;402.26;34.8;retail
7483;2023-01-28;904;3;499.05;28.2;mobile
7484;2023-11-17;778;2;220.84;25.23;e-commerce
7485;2024-05-09;486;3;139.65;28.06;retail
7486;2024-01-09;508;3;137.11;25.22;e-commerce
7487;2024-02-07;565;2;201.45;23.81;mobile
7488;2022-12-14;418;2;459.43;33.49;e-commerce
7489;2023-05-21;615;2;138.63;18.07;retail
7490;2023-07-17;804;3;384.78;42.05;mobile
7491;2023-09-27;660;2;446.22;15.89;e-commerce
7492;2022-06-17;863;1;225.45;25.24;mobile
7493;2023-05-15;63;1;249.59;37.29;mobile
7494;2025-02-26;427;1;354.69;22.15;retail
7495;2025-02-14;603;2;314.08;11.44;e-commerce
7496;2022-07-03;593;2;145.64;13.84;e-commerce
7497;2024-11-29;867;3;363.2;30.38;mobile
7498;2024-08-23;540;3;83.39;15.54;mobile
7499;2024-06-22;7;2;258.64;1.75;e-commerce
7500;2023-08-21;40;1;138.19;4.87;e-commerce
7501;2024-02-15;623;1;70.58;10.95;mobile
7502;2023-04-13;827;2;481.79;21.0;mobile
7503;2023-02-08;648;3;15.51;22.34;e-commerce
7504;2024-06-09;270;1;336.2;35.35;e-commerce
7505;2023-07-04;396;2;420.69;26.27;mobile
7506;2025-03-09;105;2;206.58;32.36;retail
7507;2022-12-12;217;2;194.14;13.86;retail
7508;2023-04-26;93;3;163.36;2.05;e-commerce
7509;2023-05-10;763;2;446.5;42.94;retail
7510;2023-07-21;480;3;364.57;29.74;e-commerce
7511;2022-07-09;45;1;199.99;40.22;e-commerce
7512;2023-06-14;607;3;120.73;14.01;mobile
7513;2023-07-30;150;3;202.29;25.98;retail
7514;2023-04-14;705;3;451.08;1.82;mobile
7515;2024-10-19;154;2;426.07;36.62;e-commerce
7516;2023-07-02;287;2;160.97;24.35;e-commerce
7517;2023-01-18;590;2;169.36;3.69;mobile
7518;2023-02-21;753;1;342.83;2.33;mobile
7519;2025-03-08;232;3;313.07;16.89;mobile
7520;2024-06-20;214;3;82.38;30.54;retail
7521;2022-03-20;374;3;61.27;42.05;retail
7522;2023-11-13;643;3;188.41;9.59;retail
7523;2024-08-08;476;2;115.55;49.17;mobile
7524;2024-11-05;856;1;159.37;12.25;e-commerce
7525;2023-03-27;459;1;445.75;14.97;e-commerce
7526;2025-03-17;312;1;99.07;21.91;mobile
7527;2023-09-12;484;1;404.47;19.67;mobile
7528;2023-02-16;274;1;314.12;41.9;retail
7529;2023-04-20;18;1;245.11;37.22;e-commerce
7530;2025-02-26;142;3;387.87;35.74;retail
7531;2023-04-30;281;2;244.97;9.75;mobile
7532;2023-08-03;324;1;193.19;7.1;mobile
7533;2024-03-28;998;3;270.2;17.0;retail
7534;2023-01-16;339;2;372.33;37.93;retail
7535;2022-06-24;36;1;235.18;48.77;e-commerce
7536;2024-05-04;751;1;467.47;3.79;mobile
7537;2024-10-06;377;2;411.8;44.78;retail
7538;2023-12-19;40;3;321.95;3.34;retail
7539;2024-10-22;190;1;75.3;46.4;e-commerce
7540;2024-11-29;730;2;44.35;26.22;retail
7541;2022-08-14;489;3;350.41;18.48;e-commerce
7542;2023-06-02;529;1;35.19;32.44;e-commerce
7543;2024-03-20;836;2;62.97;9.98;retail
7544;2022-03-08;573;1;79.4;33.68;retail
7545;2023-10-20;92;3;89.43;27.8;retail
7546;2024-04-18;254;1;421.45;11.65;e-commerce
7547;2024-06-18;889;1;386.88;27.27;mobile
7548;2024-12-29;953;3;285.74;27.1;e-commerce
7549;2024-09-12;945;3;396.57;6.17;e-commerce
7550;2022-06-01;510;1;388.18;26.87;mobile
7551;2025-02-24;262;2;161.35;8.41;retail
7552;2022-10-09;216;3;296.25;44.74;e-commerce
7553;2023-09-10;36;2;228.35;45.31;retail
7554;2022-08-09;283;3;460.16;49.61;mobile
7555;2025-03-12;873;2;353.38;11.81;retail
7556;2024-03-20;752;3;297.62;21.61;mobile
7557;2023-09-13;106;3;30.56;28.54;retail
7558;2022-10-31;324;3;111.77;28.55;e-commerce
7559;2022-07-22;170;3;105.99;49.0;retail
7560;2022-12-04;64;3;342.12;31.73;mobile
7561;2024-06-07;127;3;196.21;30.33;retail
7562;2023-09-24;654;1;118.86;47.35;e-commerce
7563;2022-12-26;142;2;271.96;29.26;retail
7564;2022-11-05;867;1;88.18;26.37;mobile
7565;2022-02-12;802;2;22.08;27.07;retail
7566;2022-05-09;315;1;75.91;25.69;retail
7567;2023-01-09;233;2;121.28;38.35;e-commerce
7568;2024-12-16;164;2;346.67;32.68;mobile
7569;2024-08-25;231;3;25.03;45.04;retail
7570;2025-01-12;175;3;33.65;27.48;e-commerce
7571;2023-02-05;261;1;43.23;13.53;mobile
7572;2024-04-02;496;3;385.45;10.93;retail
7573;2024-11-26;970;3;93.88;34.4;retail
7574;2024-10-04;31;2;221.79;38.05;e-commerce
7575;2023-08-02;301;1;469.3;47.31;mobile
7576;2023-07-22;634;3;357.55;46.23;mobile
7577;2023-06-16;851;1;201.8;11.94;retail
7578;2024-10-22;273;3;424.0;0.52;mobile
7579;2023-09-24;770;1;172.33;14.36;mobile
7580;2022-05-31;311;2;203.98;32.46;retail
7581;2024-10-01;90;3;17.01;45.55;e-commerce
7582;2024-03-17;462;3;195.57;45.1;retail
7583;2023-09-17;497;3;208.06;22.77;retail
7584;2023-11-19;651;2;459.44;44.07;mobile
7585;2022-03-12;116;2;289.21;32.08;mobile
7586;2023-04-09;8;3;483.33;43.79;retail
7587;2022-12-24;750;2;256.07;43.47;e-commerce
7588;2022-05-22;648;2;372.65;2.23;retail
7589;2022-04-23;144;3;203.1;48.07;retail
7590;2023-01-28;427;2;166.43;20.41;mobile
7591;2022-07-14;588;3;488.75;42.08;e-commerce
7592;2022-11-09;898;3;481.73;19.58;retail
7593;2023-08-23;144;1;21.41;38.1;e-commerce
7594;2023-09-11;710;3;100.16;38.44;e-commerce
7595;2024-01-26;165;2;474.22;4.92;retail
7596;2024-05-05;795;3;269.24;35.91;retail
7597;2024-04-23;508;3;264.05;3.03;e-commerce
7598;2025-02-09;717;2;50.85;3.34;retail
7599;2024-06-21;297;2;98.47;22.65;retail
7600;2023-03-06;872;1;402.86;4.02;retail
7601;2022-03-18;398;1;373.34;16.79;retail
7602;2023-08-12;480;2;41.59;19.81;retail
7603;2025-01-13;103;1;423.41;33.44;retail
7604;2022-09-14;30;1;136.66;0.76;mobile
7605;2023-09-20;962;1;422.14;16.63;e-commerce
7606;2023-05-15;687;1;301.75;3.69;retail
7607;2023-05-31;555;3;235.96;19.94;mobile
7608;2022-07-30;823;2;24.61;12.2;retail
7609;2022-05-31;680;3;481.64;35.32;retail
7610;2023-04-05;117;1;11.56;36.58;e-commerce
7611;2024-07-02;3;3;245.24;47.46;mobile
7612;2024-07-31;698;2;389.66;40.1;e-commerce
7613;2023-01-18;198;1;19.18;6.26;mobile
7614;2022-11-09;123;2;26.23;40.32;mobile
7615;2024-10-08;656;1;237.97;41.56;retail
7616;2023-05-15;111;2;481.11;22.9;retail
7617;2024-01-03;49;2;269.73;2.52;e-commerce
7618;2024-02-02;776;2;334.86;36.74;e-commerce
7619;2022-10-09;954;1;43.73;22.68;e-commerce
7620;2023-09-13;377;3;182.65;23.11;retail
7621;2022-10-02;447;3;141.65;41.06;retail
7622;2024-01-06;303;3;173.28;40.32;retail
7623;2023-03-06;152;3;77.02;38.75;mobile
7624;2025-01-14;469;1;313.3;40.46;e-commerce
7625;2023-07-13;895;3;219.12;22.77;e-commerce
7626;2023-10-18;522;3;366.77;28.09;mobile
7627;2023-08-14;63;1;254.86;19.65;e-commerce
7628;2023-09-19;512;2;329.82;27.21;e-commerce
7629;2023-12-09;268;3;42.5;30.29;mobile
7630;2024-09-17;889;2;80.52;12.56;retail
7631;2025-01-19;60;3;85.1;9.74;mobile
7632;2024-11-14;924;2;296.8;38.48;e-commerce
7633;2022-12-31;887;3;118.32;16.69;mobile
7634;2024-09-28;26;2;25.91;46.04;mobile
7635;2023-10-07;352;3;433.12;40.14;mobile
7636;2023-02-13;124;1;435.51;46.17;retail
7637;2023-05-27;224;2;17.78;13.35;mobile
7638;2022-06-05;813;3;184.88;8.66;e-commerce
7639;2024-02-24;506;2;53.69;37.73;mobile
7640;2023-08-12;736;2;394.75;21.45;retail
7641;2024-04-23;599;1;494.05;25.76;retail
7642;2024-07-12;212;2;260.41;22.38;retail
7643;2024-09-05;226;2;282.29;43.82;retail
7644;2022-09-09;701;3;169.4;9.05;e-commerce
7645;2022-04-29;733;1;10.55;32.4;e-commerce
7646;2023-04-08;267;3;85.16;49.67;mobile
7647;2022-02-25;220;2;205.27;25.16;mobile
7648;2023-11-22;847;1;69.19;36.52;retail
7649;2023-05-13;867;1;196.42;37.65;e-commerce
7650;2024-02-27;395;2;203.25;28.06;mobile
7651;2024-07-14;304;1;206.46;27.69;mobile
7652;2024-01-01;399;3;127.5;4.15;mobile
7653;2022-11-10;637;2;283.02;20.43;retail
7654;2023-11-25;726;2;92.16;1.77;e-commerce
7655;2023-11-13;746;3;349.82;34.48;e-commerce
7656;2022-04-03;328;3;295.32;30.62;mobile
7657;2024-10-22;405;3;244.22;7.79;retail
7658;2022-06-30;309;3;454.9;3.31;mobile
7659;2022-05-04;560;2;24.76;22.5;mobile
7660;2022-06-14;880;2;166.24;21.19;e-commerce
7661;2024-06-15;657;1;176.76;20.83;retail
7662;2022-12-10;227;1;243.37;24.39;e-commerce
7663;2023-07-13;813;3;496.41;26.12;mobile
7664;2025-03-29;84;3;208.93;28.58;mobile
7665;2023-04-25;156;2;272.32;39.46;retail
7666;2022-08-09;716;2;380.18;43.78;retail
7667;2024-07-31;133;3;479.69;33.43;retail
7668;2022-11-04;265;2;290.81;29.67;mobile
7669;2024-08-26;525;1;207.72;32.78;retail
7670;2024-07-22;213;1;51.15;13.47;e-commerce
7671;2023-08-22;799;2;214.6;18.91;retail
7672;2023-12-25;470;1;495.77;25.64;mobile
7673;2022-12-01;611;3;80.14;15.75;e-commerce
7674;2023-01-18;582;2;143.25;16.66;mobile
7675;2022-02-22;649;3;18.86;34.81;retail
7676;2023-01-11;798;2;209.24;10.01;retail
7677;2024-02-25;586;1;118.77;46.47;e-commerce
7678;2022-11-27;64;3;431.68;40.11;mobile
7679;2024-08-09;566;3;329.34;40.09;e-commerce
7680;2022-11-08;618;1;293.62;48.45;e-commerce
7681;2023-08-29;673;2;47.66;17.47;retail
7682;2023-09-27;213;2;209.87;42.41;mobile
7683;2023-10-22;990;3;87.49;21.2;mobile
7684;2022-04-04;499;2;242.67;0.96;e-commerce
7685;2024-02-28;233;1;405.63;32.21;e-commerce
7686;2022-11-04;528;2;290.21;49.12;retail
7687;2022-11-25;147;2;274.97;12.92;retail
7688;2022-10-20;228;1;43.85;22.99;e-commerce
7689;2023-04-19;48;2;459.49;1.17;mobile
7690;2022-08-25;279;3;79.83;29.88;e-commerce
7691;2025-01-01;450;1;140.7;4.2;e-commerce
7692;2025-03-10;169;1;82.1;30.04;retail
7693;2022-04-06;200;1;166.38;9.7;mobile
7694;2025-01-01;815;1;377.13;47.35;retail
7695;2023-01-03;62;1;131.51;45.6;retail
7696;2023-01-05;547;3;395.55;14.04;mobile
7697;2024-09-17;28;2;450.69;19.78;mobile
7698;2024-07-13;39;3;435.67;20.82;mobile
7699;2022-01-23;452;3;293.87;26.84;retail
7700;2023-07-21;349;1;273.22;39.95;mobile
7701;2022-10-17;897;3;215.83;7.88;retail
7702;2023-09-04;844;3;484.74;2.97;e-commerce
7703;2023-06-25;892;3;58.09;41.79;retail
7704;2023-01-11;497;3;258.41;17.95;e-commerce
7705;2023-11-13;574;2;127.83;21.95;mobile
7706;2022-05-08;928;1;436.77;37.42;e-commerce
7707;2023-01-05;78;3;88.43;45.52;retail
7708;2022-03-29;896;2;70.45;33.17;retail
7709;2023-07-12;716;2;411.12;37.38;retail
7710;2023-08-20;633;3;390.91;45.34;retail
7711;2024-12-04;875;3;255.48;44.53;e-commerce
7712;2024-08-11;239;2;16.84;4.99;retail
7713;2024-02-28;658;1;484.6;19.59;mobile
7714;2023-05-12;412;3;406.49;9.44;mobile
7715;2022-02-06;489;1;491.37;45.71;retail
7716;2022-06-12;916;3;151.56;34.11;mobile
7717;2024-11-08;272;3;193.27;40.71;e-commerce
7718;2024-04-20;835;3;65.25;38.05;mobile
7719;2024-06-20;818;2;396.4;15.96;mobile
7720;2022-06-14;551;2;250.21;13.76;mobile
7721;2022-10-17;395;3;492.45;39.9;retail
7722;2023-06-21;339;1;356.22;43.59;mobile
7723;2024-01-13;397;3;263.44;40.73;e-commerce
7724;2024-09-14;409;1;381.36;0.45;mobile
7725;2022-07-16;123;3;298.08;25.16;retail
7726;2023-12-05;615;1;16.98;0.02;mobile
7727;2022-02-05;59;3;188.39;40.72;mobile
7728;2024-04-20;461;1;498.27;39.66;mobile
7729;2022-10-20;804;1;178.77;30.61;mobile
7730;2022-11-22;233;1;203.26;1.19;mobile
7731;2024-02-19;555;3;174.0;0.5;mobile
7732;2022-10-15;260;1;457.13;9.94;mobile
7733;2022-11-30;918;2;317.91;48.15;retail
7734;2024-02-18;967;3;82.57;47.74;e-commerce
7735;2024-12-19;61;3;66.97;27.79;retail
7736;2023-03-19;321;1;277.72;15.92;mobile
7737;2024-04-21;627;2;437.62;15.87;e-commerce
7738;2024-02-14;433;3;123.61;26.22;mobile
7739;2025-02-23;518;2;476.89;37.24;mobile
7740;2024-11-18;561;1;330.01;29.44;mobile
7741;2022-05-21;870;3;283.16;37.32;mobile
7742;2024-07-24;620;3;182.53;49.38;retail
7743;2024-04-12;976;3;314.11;42.76;retail
7744;2023-08-29;121;2;413.11;16.02;mobile
7745;2024-04-25;190;2;378.01;49.3;e-commerce
7746;2023-08-02;514;3;16.13;43.29;retail
7747;2023-07-28;331;2;41.44;5.2;retail
7748;2024-03-19;97;1;426.37;37.8;mobile
7749;2022-11-02;972;3;184.34;40.19;retail
7750;2024-02-29;150;1;468.29;31.28;mobile
7751;2024-03-17;890;1;311.03;43.66;retail
7752;2022-11-05;460;2;114.79;38.58;retail
7753;2022-12-09;702;3;49.86;17.67;retail
7754;2023-09-09;164;1;483.26;36.13;e-commerce
7755;2024-02-06;303;3;147.6;18.71;e-commerce
7756;2022-03-08;715;2;471.21;7.89;e-commerce
7757;2023-08-25;698;3;314.78;49.49;e-commerce
